Location,INDICATOR,SUBJECT,MEASURE,Date,Value,Numar_persoane,Barbati,Femei
USA,EMPEDU,Facultate,PC_25_64,1990,86.000577,31,28,3
USA,EMPEDU,Facultate,PC_25_64,1991,85.27376,41,18,23
USA,EMPEDU,Facultate,PC_25_64,1992,84.588264,30,7,23
USA,EMPEDU,Facultate,PC_25_64,1993,84.041763,90,51,39
USA,EMPEDU,Facultate,PC_25_64,1994,84.242874,67,35,32
USA,EMPEDU,Facultate,PC_25_64,1995,85.099464,72,71,1
USA,EMPEDU,Facultate,PC_25_64,1996,84.73156,56,53,3
USA,EMPEDU,Facultate,PC_25_64,1997,85.401337,69,55,14
USA,EMPEDU,Facultate,PC_25_64,1998,85.283928,94,79,15
USA,EMPEDU,Facultate,PC_25_64,1999,84.621452,58,2,56
USA,EMPEDU,Facultate,PC_25_64,2000,85.012268,51,48,3
USA,EMPEDU,Facultate,PC_25_64,2001,83.946899,31,1,30
USA,EMPEDU,Facultate,PC_25_64,2002,83.15535,74,25,49
USA,EMPEDU,Facultate,PC_25_64,2003,82.210899,11,7,4
USA,EMPEDU,Facultate,PC_25_64,2004,81.968559,72,48,24
USA,EMPEDU,Facultate,PC_25_64,2005,82.493523,29,1,28
USA,EMPEDU,Facultate,PC_25_64,2006,82.736015,39,1,38
USA,EMPEDU,Facultate,PC_25_64,2007,83.325432,14,12,2
USA,EMPEDU,Facultate,PC_25_64,2008,83.107628,72,59,13
USA,EMPEDU,Facultate,PC_25_64,2009,80.772552,31,21,10
USA,EMPEDU,Facultate,PC_25_64,2010,80.030045,32,3,29
USA,EMPEDU,Facultate,PC_25_64,2011,79.954567,24,20,4
USA,EMPEDU,Facultate,PC_25_64,2012,80.139328,62,14,48
USA,EMPEDU,Facultate,PC_25_64,2013,80.374336,22,21,1
USA,EMPEDU,Facultate,PC_25_64,2014,80.113396,27,17,10
USA,EMPEDU,Facultate,PC_25_64,2015,81.183861,38,13,25
USA,EMPEDU,Facultate,PC_25_64,2016,81.607964,95,7,88
USA,EMPEDU,Facultate,PC_25_64,2017,81.797844,86,5,81
USA,EMPEDU,Facultate,PC_25_64,2018,82.208473,51,7,44
USA,EMPEDU,Facultate,PC_25_64,2019,82.679253,36,11,25
USA,EMPEDU,Facultate,PC_25_64,2020,81.856888,94,48,46
USA,EMPEDU,Facultate,PC_25_64,2021,80.604126,16,1,15
RUS,EMPEDU,Liceu,PC_25_64,2010,72.091026,97,63,34
RUS,EMPEDU,Liceu,PC_25_64,2011,71.508369,83,65,18
RUS,EMPEDU,Liceu,PC_25_64,2012,72.429832,24,7,17
RUS,EMPEDU,Liceu,PC_25_64,2013,71.482208,91,22,69
RUS,EMPEDU,Liceu,PC_25_64,2014,71.492508,82,18,64
RUS,EMPEDU,Liceu,PC_25_64,2015,71.393967,55,24,31
RUS,EMPEDU,Liceu,PC_25_64,2016,71.516251,98,9,89
RUS,EMPEDU,Liceu,PC_25_64,2017,72.559456,36,26,10
RUS,EMPEDU,Liceu,PC_25_64,2018,73.475655,51,25,26
EST,EMPEDU,Facultate,PC_25_64,1997,82.90313,99,39,60
EST,EMPEDU,Facultate,PC_25_64,1998,81.731743,19,2,17
EST,EMPEDU,Facultate,PC_25_64,1999,80.856842,31,8,23
EST,EMPEDU,Facultate,PC_25_64,2000,79.529953,60,9,51
EST,EMPEDU,Facultate,PC_25_64,2001,80.241455,61,52,9
EST,EMPEDU,Facultate,PC_25_64,2002,81.788887,71,7,64
EST,EMPEDU,Facultate,PC_25_64,2003,80.226974,56,49,7
EST,EMPEDU,Facultate,PC_25_64,2004,82.077957,41,13,28
EST,EMPEDU,Facultate,PC_25_64,2005,84.110771,94,59,35
EST,EMPEDU,Facultate,PC_25_64,2006,87.644783,50,12,38
EST,EMPEDU,Facultate,PC_25_64,2007,87.263184,80,18,62
EST,EMPEDU,Facultate,PC_25_64,2008,85.838882,68,32,36
EST,EMPEDU,Facultate,PC_25_64,2009,82.738152,58,17,41
EST,EMPEDU,Facultate,PC_25_64,2010,79.625122,90,33,57
EST,EMPEDU,Facultate,PC_25_64,2011,79.897217,97,23,74
EST,EMPEDU,Facultate,PC_25_64,2012,82.300453,97,28,69
EST,EMPEDU,Facultate,PC_25_64,2013,83.006584,14,10,4
EST,EMPEDU,Facultate,PC_25_64,2014,84.029152,77,35,42
EST,EMPEDU,Facultate,PC_25_64,2015,85.720383,88,20,68
EST,EMPEDU,Facultate,PC_25_64,2016,84.851707,75,13,62
EST,EMPEDU,Facultate,PC_25_64,2017,85.679253,78,47,31
EST,EMPEDU,Facultate,PC_25_64,2018,85.069229,30,13,17
EST,EMPEDU,Facultate,PC_25_64,2019,86.615898,98,26,72
EST,EMPEDU,Facultate,PC_25_64,2020,85.228409,67,64,3
EST,EMPEDU,Facultate,PC_25_64,2021,87.260757,64,57,7
USA,EMPEDU,Gimnaziu,PC_25_64,1981,55.546682,51,22,29
USA,EMPEDU,Gimnaziu,PC_25_64,1982,53.548024,93,71,22
USA,EMPEDU,Gimnaziu,PC_25_64,1983,51.191744,60,0,60
USA,EMPEDU,Gimnaziu,PC_25_64,1984,53.533721,80,33,47
USA,EMPEDU,Gimnaziu,PC_25_64,1985,53.404847,61,58,3
USA,EMPEDU,Gimnaziu,PC_25_64,1986,53.834344,34,31,3
USA,EMPEDU,Gimnaziu,PC_25_64,1987,54.680055,81,40,41
USA,EMPEDU,Gimnaziu,PC_25_64,1988,55.565161,76,4,72
USA,EMPEDU,Gimnaziu,PC_25_64,1989,55.63601,70,63,7
USA,EMPEDU,Gimnaziu,PC_25_64,1990,55.335142,95,12,83
USA,EMPEDU,Gimnaziu,PC_25_64,1991,53.501166,19,7,12
USA,EMPEDU,Gimnaziu,PC_25_64,1992,52.157013,54,43,11
USA,EMPEDU,Gimnaziu,PC_25_64,1993,51.834091,79,67,12
USA,EMPEDU,Gimnaziu,PC_25_64,1994,50.949051,31,26,5
USA,EMPEDU,Gimnaziu,PC_25_64,1995,53.826523,44,8,36
USA,EMPEDU,Gimnaziu,PC_25_64,1996,53.651592,75,69,6
USA,EMPEDU,Gimnaziu,PC_25_64,1997,55.228508,10,0,10
USA,EMPEDU,Gimnaziu,PC_25_64,1998,57.614792,67,62,5
USA,EMPEDU,Gimnaziu,PC_25_64,1999,57.812458,29,27,2
USA,EMPEDU,Gimnaziu,PC_25_64,2000,57.756981,95,91,4
USA,EMPEDU,Gimnaziu,PC_25_64,2001,58.448296,49,48,1
USA,EMPEDU,Gimnaziu,PC_25_64,2002,57.027046,76,16,60
USA,EMPEDU,Gimnaziu,PC_25_64,2003,57.758499,40,3,37
USA,EMPEDU,Gimnaziu,PC_25_64,2004,56.517056,11,9,2
USA,EMPEDU,Gimnaziu,PC_25_64,2005,57.199039,50,9,41
USA,EMPEDU,Gimnaziu,PC_25_64,2006,57.958363,82,12,70
USA,EMPEDU,Gimnaziu,PC_25_64,2007,58.291149,95,83,12
USA,EMPEDU,Gimnaziu,PC_25_64,2008,56.224297,48,11,37
USA,EMPEDU,Gimnaziu,PC_25_64,2009,52.46368,92,12,80
USA,EMPEDU,Gimnaziu,PC_25_64,2010,52.100323,40,26,14
USA,EMPEDU,Gimnaziu,PC_25_64,2011,51.101292,58,0,58
USA,EMPEDU,Gimnaziu,PC_25_64,2012,52.879902,89,8,81
USA,EMPEDU,Gimnaziu,PC_25_64,2013,53.176186,54,8,46
USA,EMPEDU,Gimnaziu,PC_25_64,2014,54.84893,16,7,9
USA,EMPEDU,Gimnaziu,PC_25_64,2015,54.681458,98,19,79
USA,EMPEDU,Gimnaziu,PC_25_64,2016,56.593254,33,7,26
USA,EMPEDU,Gimnaziu,PC_25_64,2017,55.559578,78,61,17
USA,EMPEDU,Gimnaziu,PC_25_64,2018,56.757965,35,27,8
USA,EMPEDU,Gimnaziu,PC_25_64,2019,56.059174,70,44,26
USA,EMPEDU,Gimnaziu,PC_25_64,2020,55.072292,23,3,20
USA,EMPEDU,Gimnaziu,PC_25_64,2021,52.077045,67,46,21
TUR,EMPEDU,Gimnaziu,PC_25_64,1991,59.909107,53,10,43
TUR,EMPEDU,Gimnaziu,PC_25_64,1992,55.321198,32,5,27
TUR,EMPEDU,Gimnaziu,PC_25_64,1994,58.773392,29,9,20
TUR,EMPEDU,Gimnaziu,PC_25_64,1995,64.003418,61,55,6
TUR,EMPEDU,Gimnaziu,PC_25_64,1997,56.947479,50,13,37
TUR,EMPEDU,Gimnaziu,PC_25_64,1998,57.359489,17,10,7
TUR,EMPEDU,Gimnaziu,PC_25_64,1999,55.82996,84,72,12
TUR,EMPEDU,Gimnaziu,PC_25_64,2000,53.073326,20,0,20
TUR,EMPEDU,Gimnaziu,PC_25_64,2001,51.888775,91,71,20
TUR,EMPEDU,Gimnaziu,PC_25_64,2002,50.454697,60,31,29
TUR,EMPEDU,Gimnaziu,PC_25_64,2003,49.053696,23,21,2
TUR,EMPEDU,Gimnaziu,PC_25_64,2004,47.68491,32,12,20
TUR,EMPEDU,Gimnaziu,PC_25_64,2005,47.1721,34,32,2
TUR,EMPEDU,Gimnaziu,PC_25_64,2006,47.254066,26,0,26
TUR,EMPEDU,Gimnaziu,PC_25_64,2007,46.91069,93,54,39
TUR,EMPEDU,Gimnaziu,PC_25_64,2008,46.742432,34,30,4
TUR,EMPEDU,Gimnaziu,PC_25_64,2009,46.331066,71,42,29
TUR,EMPEDU,Gimnaziu,PC_25_64,2010,48.504246,26,18,8
TUR,EMPEDU,Gimnaziu,PC_25_64,2011,50.718143,13,9,4
TUR,EMPEDU,Gimnaziu,PC_25_64,2012,51.234703,51,15,36
TUR,EMPEDU,Gimnaziu,PC_25_64,2013,51.228085,85,36,49
TUR,EMPEDU,Gimnaziu,PC_25_64,2014,50.764965,95,61,34
TUR,EMPEDU,Gimnaziu,PC_25_64,2015,50.911934,37,11,26
TUR,EMPEDU,Gimnaziu,PC_25_64,2016,51.428822,50,40,10
TUR,EMPEDU,Gimnaziu,PC_25_64,2017,52.307957,26,1,25
TUR,EMPEDU,Gimnaziu,PC_25_64,2018,52.440334,39,6,33
TUR,EMPEDU,Gimnaziu,PC_25_64,2019,50.084469,57,41,16
TUR,EMPEDU,Gimnaziu,PC_25_64,2021,49.672829,27,25,2
AUT,EMPEDU,Gimnaziu,PC_25_64,2004,53.086536,84,7,77
AUT,EMPEDU,Gimnaziu,PC_25_64,2005,53.223949,28,11,17
AUT,EMPEDU,Gimnaziu,PC_25_64,2006,53.873268,53,11,42
AUT,EMPEDU,Gimnaziu,PC_25_64,2007,56.105774,24,18,6
AUT,EMPEDU,Gimnaziu,PC_25_64,2008,55.389305,100,37,63
AUT,EMPEDU,Gimnaziu,PC_25_64,2009,54.014412,26,18,8
AUT,EMPEDU,Gimnaziu,PC_25_64,2010,54.844025,54,25,29
AUT,EMPEDU,Gimnaziu,PC_25_64,2011,55.126537,17,0,17
AUT,EMPEDU,Gimnaziu,PC_25_64,2012,54.681053,77,24,53
AUT,EMPEDU,Gimnaziu,PC_25_64,2013,54.057014,32,10,22
AUT,EMPEDU,Gimnaziu,PC_25_64,2014,53.03339,89,4,85
AUT,EMPEDU,Gimnaziu,PC_25_64,2015,52.858994,70,50,20
AUT,EMPEDU,Gimnaziu,PC_25_64,2016,53.937981,66,40,26
AUT,EMPEDU,Gimnaziu,PC_25_64,2017,54.064987,96,74,22
AUT,EMPEDU,Gimnaziu,PC_25_64,2018,55.321404,82,41,41
AUT,EMPEDU,Gimnaziu,PC_25_64,2019,55.563885,32,11,21
AUT,EMPEDU,Gimnaziu,PC_25_64,2020,53.948326,54,28,26
AUT,EMPEDU,Gimnaziu,PC_25_64,2021,54.440353,25,1,24
GRC,EMPEDU,Gimnaziu,PC_25_64,1987,58.418629,37,6,31
GRC,EMPEDU,Gimnaziu,PC_25_64,1988,58.552036,39,25,14
GRC,EMPEDU,Gimnaziu,PC_25_64,1989,58.560562,58,28,30
GRC,EMPEDU,Gimnaziu,PC_25_64,1990,57.222313,27,16,11
GRC,EMPEDU,Gimnaziu,PC_25_64,1991,54.441059,99,46,53
GRC,EMPEDU,Gimnaziu,PC_25_64,1992,55.486458,22,0,22
GRC,EMPEDU,Gimnaziu,PC_25_64,1993,55.59988,54,45,9
GRC,EMPEDU,Gimnaziu,PC_25_64,1994,56.142689,59,54,5
GRC,EMPEDU,Gimnaziu,PC_25_64,1995,56.230247,79,6,73
GRC,EMPEDU,Gimnaziu,PC_25_64,1996,56.709251,75,50,25
GRC,EMPEDU,Gimnaziu,PC_25_64,1997,56.655075,59,4,55
GRC,EMPEDU,Gimnaziu,PC_25_64,1998,56.285931,20,2,18
GRC,EMPEDU,Gimnaziu,PC_25_64,1999,57.018864,59,44,15
GRC,EMPEDU,Gimnaziu,PC_25_64,2000,57.541027,75,35,40
GRC,EMPEDU,Gimnaziu,PC_25_64,2001,57.302723,100,70,30
GRC,EMPEDU,Gimnaziu,PC_25_64,2002,58.409481,28,21,7
GRC,EMPEDU,Gimnaziu,PC_25_64,2003,59.843746,86,3,83
GRC,EMPEDU,Gimnaziu,PC_25_64,2004,57.986698,69,5,64
GRC,EMPEDU,Gimnaziu,PC_25_64,2005,59.130093,62,52,10
GRC,EMPEDU,Gimnaziu,PC_25_64,2006,59.47295,24,4,20
GRC,EMPEDU,Gimnaziu,PC_25_64,2007,59.940395,97,90,7
GRC,EMPEDU,Gimnaziu,PC_25_64,2008,60.230595,61,39,22
GRC,EMPEDU,Gimnaziu,PC_25_64,2009,59.757038,44,26,18
GRC,EMPEDU,Gimnaziu,PC_25_64,2010,58.08382,86,76,10
GRC,EMPEDU,Gimnaziu,PC_25_64,2011,53.881973,60,17,43
GRC,EMPEDU,Gimnaziu,PC_25_64,2012,48.422012,41,36,5
GRC,EMPEDU,Gimnaziu,PC_25_64,2013,46.323322,49,0,49
GRC,EMPEDU,Gimnaziu,PC_25_64,2014,46.932018,79,42,37
GRC,EMPEDU,Gimnaziu,PC_25_64,2015,48.528072,21,0,21
GRC,EMPEDU,Gimnaziu,PC_25_64,2016,48.495949,66,44,22
GRC,EMPEDU,Gimnaziu,PC_25_64,2017,49.611893,68,13,55
GRC,EMPEDU,Gimnaziu,PC_25_64,2018,50.366364,59,51,8
GRC,EMPEDU,Gimnaziu,PC_25_64,2019,52.4118,21,3,18
GRC,EMPEDU,Gimnaziu,PC_25_64,2020,51.754078,29,16,13
GRC,EMPEDU,Gimnaziu,PC_25_64,2021,53.157799,82,47,35
GBR,EMPEDU,Gimnaziu,PC_25_64,1997,64.703384,41,4,37
GBR,EMPEDU,Gimnaziu,PC_25_64,1998,64.551895,28,1,27
GBR,EMPEDU,Gimnaziu,PC_25_64,1999,64.977608,84,30,54
GBR,EMPEDU,Gimnaziu,PC_25_64,2000,65.323746,40,17,23
GBR,EMPEDU,Gimnaziu,PC_25_64,2001,65.527481,76,11,65
GBR,EMPEDU,Gimnaziu,PC_25_64,2002,65.281273,41,11,30
GBR,EMPEDU,Gimnaziu,PC_25_64,2003,65.990303,57,11,46
GBR,EMPEDU,Gimnaziu,PC_25_64,2004,65.448097,81,24,57
GBR,EMPEDU,Gimnaziu,PC_25_64,2005,65.487144,66,55,11
GBR,EMPEDU,Gimnaziu,PC_25_64,2006,63.080437,25,18,7
GBR,EMPEDU,Gimnaziu,PC_25_64,2007,63.27948,25,16,9
GBR,EMPEDU,Gimnaziu,PC_25_64,2008,59.271851,26,23,3
GBR,EMPEDU,Gimnaziu,PC_25_64,2009,56.909519,85,48,37
GBR,EMPEDU,Gimnaziu,PC_25_64,2010,56.107616,17,9,8
GBR,EMPEDU,Gimnaziu,PC_25_64,2011,55.940659,91,45,46
GBR,EMPEDU,Gimnaziu,PC_25_64,2012,56.772728,57,48,9
GBR,EMPEDU,Gimnaziu,PC_25_64,2013,57.407883,53,45,8
GBR,EMPEDU,Gimnaziu,PC_25_64,2014,60.05061,14,7,7
GBR,EMPEDU,Gimnaziu,PC_25_64,2015,60.144756,33,17,16
GBR,EMPEDU,Gimnaziu,PC_25_64,2016,61.296593,100,51,49
GBR,EMPEDU,Gimnaziu,PC_25_64,2017,62.649063,39,5,34
GBR,EMPEDU,Gimnaziu,PC_25_64,2018,65.719254,91,27,64
GBR,EMPEDU,Gimnaziu,PC_25_64,2019,65.395134,94,67,27
GBR,EMPEDU,Gimnaziu,PC_25_64,2020,64.468765,80,36,44
GBR,EMPEDU,Gimnaziu,PC_25_64,2021,63.93383,38,16,22
KOR,EMPEDU,Facultate,PC_25_64,1995,80.211517,27,0,27
KOR,EMPEDU,Facultate,PC_25_64,1997,80.223633,38,2,36
KOR,EMPEDU,Facultate,PC_25_64,1998,76.068214,65,39,26
KOR,EMPEDU,Facultate,PC_25_64,1999,74.649818,20,12,8
KOR,EMPEDU,Facultate,PC_25_64,2000,75.420128,41,38,3
KOR,EMPEDU,Facultate,PC_25_64,2001,75.692368,58,21,37
KOR,EMPEDU,Facultate,PC_25_64,2002,76.117149,16,6,10
KOR,EMPEDU,Facultate,PC_25_64,2003,76.372177,27,13,14
KOR,EMPEDU,Facultate,PC_25_64,2004,76.725571,43,33,10
KOR,EMPEDU,Facultate,PC_25_64,2005,76.800529,74,55,19
KOR,EMPEDU,Facultate,PC_25_64,2006,77.29113,59,9,50
KOR,EMPEDU,Facultate,PC_25_64,2007,77.211655,38,32,6
KOR,EMPEDU,Facultate,PC_25_64,2008,77.100822,100,48,52
KOR,EMPEDU,Facultate,PC_25_64,2009,76.208008,68,9,59
KOR,EMPEDU,Facultate,PC_25_64,2010,76.321976,74,32,42
KOR,EMPEDU,Facultate,PC_25_64,2011,76.831879,14,9,5
KOR,EMPEDU,Facultate,PC_25_64,2012,77.135872,78,67,11
KOR,EMPEDU,Facultate,PC_25_64,2013,77.406151,80,56,24
KOR,EMPEDU,Facultate,PC_25_64,2014,77.528145,32,6,26
KOR,EMPEDU,Facultate,PC_25_64,2015,77.475151,99,33,66
KOR,EMPEDU,Facultate,PC_25_64,2016,77.355438,64,10,54
KOR,EMPEDU,Facultate,PC_25_64,2017,77.380608,55,31,24
KOR,EMPEDU,Facultate,PC_25_64,2018,77.591324,98,39,59
KOR,EMPEDU,Facultate,PC_25_64,2019,77.666336,76,65,11
KOR,EMPEDU,Facultate,PC_25_64,2020,76.97361,34,21,13
KOR,EMPEDU,Facultate,PC_25_64,2021,77.468056,63,39,24
ESP,EMPEDU,Liceu,PC_25_64,1981,71.945587,100,30,70
ESP,EMPEDU,Liceu,PC_25_64,1989,71.098763,85,3,82
ESP,EMPEDU,Liceu,PC_25_64,1991,72.446632,30,24,6
ESP,EMPEDU,Liceu,PC_25_64,1992,68.895737,95,24,71
ESP,EMPEDU,Liceu,PC_25_64,1994,64.75489,73,32,41
ESP,EMPEDU,Liceu,PC_25_64,1995,65.146049,84,34,50
ESP,EMPEDU,Liceu,PC_25_64,1997,66.789864,78,65,13
ESP,EMPEDU,Liceu,PC_25_64,1998,67.611267,61,17,44
ESP,EMPEDU,Liceu,PC_25_64,1999,69.911438,59,3,56
ESP,EMPEDU,Liceu,PC_25_64,2000,71.992584,16,6,10
ESP,EMPEDU,Liceu,PC_25_64,2001,71.655319,27,26,1
ESP,EMPEDU,Liceu,PC_25_64,2002,71.902039,36,23,13
ESP,EMPEDU,Liceu,PC_25_64,2003,72.617111,46,5,41
ESP,EMPEDU,Liceu,PC_25_64,2004,73.381233,57,5,52
ESP,EMPEDU,Liceu,PC_25_64,2005,75.070641,65,1,64
ESP,EMPEDU,Liceu,PC_25_64,2006,76.308411,76,52,24
ESP,EMPEDU,Liceu,PC_25_64,2007,76.553085,99,59,40
ESP,EMPEDU,Liceu,PC_25_64,2008,75.456436,79,58,21
ESP,EMPEDU,Liceu,PC_25_64,2009,71.020126,23,12,11
ESP,EMPEDU,Liceu,PC_25_64,2010,69.325081,72,12,60
ESP,EMPEDU,Liceu,PC_25_64,2011,67.89875,74,64,10
ESP,EMPEDU,Liceu,PC_25_64,2012,66.336761,21,12,9
ESP,EMPEDU,Liceu,PC_25_64,2013,64.481842,16,10,6
ESP,EMPEDU,Liceu,PC_25_64,2014,65.893608,71,46,25
ESP,EMPEDU,Liceu,PC_25_64,2015,67.698692,58,38,20
ESP,EMPEDU,Liceu,PC_25_64,2016,69.235588,54,52,2
ESP,EMPEDU,Liceu,PC_25_64,2017,70.187393,52,29,23
ESP,EMPEDU,Liceu,PC_25_64,2018,70.932465,72,9,63
ESP,EMPEDU,Liceu,PC_25_64,2019,71.923203,96,48,48
ESP,EMPEDU,Liceu,PC_25_64,2020,68.895836,100,55,45
ESP,EMPEDU,Liceu,PC_25_64,2021,70.651619,89,76,13
SVK,EMPEDU,Facultate,PC_25_64,1997,89.756271,79,30,49
SVK,EMPEDU,Facultate,PC_25_64,1998,88.646912,84,28,56
SVK,EMPEDU,Facultate,PC_25_64,1999,87.01767,66,47,19
SVK,EMPEDU,Facultate,PC_25_64,2000,85.576256,66,14,52
SVK,EMPEDU,Facultate,PC_25_64,2001,86.673119,16,8,8
SVK,EMPEDU,Facultate,PC_25_64,2002,86.597939,45,26,19
SVK,EMPEDU,Facultate,PC_25_64,2003,87.093895,83,81,2
SVK,EMPEDU,Facultate,PC_25_64,2004,83.581184,69,52,17
SVK,EMPEDU,Facultate,PC_25_64,2005,84.022018,37,21,16
SVK,EMPEDU,Facultate,PC_25_64,2006,84.860603,38,17,21
SVK,EMPEDU,Facultate,PC_25_64,2007,84.211525,82,20,62
SVK,EMPEDU,Facultate,PC_25_64,2008,85.533531,62,56,6
SVK,EMPEDU,Facultate,PC_25_64,2009,83.17614,14,5,9
SVK,EMPEDU,Facultate,PC_25_64,2010,82.237434,58,30,28
SVK,EMPEDU,Facultate,PC_25_64,2011,81.513947,30,21,9
SVK,EMPEDU,Facultate,PC_25_64,2012,80.120392,90,69,21
SVK,EMPEDU,Facultate,PC_25_64,2013,79.461082,17,15,2
SVK,EMPEDU,Facultate,PC_25_64,2014,79.975822,41,1,40
SVK,EMPEDU,Facultate,PC_25_64,2015,80.276695,94,93,1
SVK,EMPEDU,Facultate,PC_25_64,2016,81.287842,15,6,9
SVK,EMPEDU,Facultate,PC_25_64,2017,82.043846,31,23,8
SVK,EMPEDU,Facultate,PC_25_64,2018,82.641022,42,15,27
SVK,EMPEDU,Facultate,PC_25_64,2019,83.84182,44,14,30
SVK,EMPEDU,Facultate,PC_25_64,2020,82.723694,76,16,60
SVK,EMPEDU,Facultate,PC_25_64,2021,87.933441,45,28,17
NLD,EMPEDU,Gimnaziu,PC_25_64,1990,49.316216,33,23,10
NLD,EMPEDU,Gimnaziu,PC_25_64,1991,50.212406,63,5,58
NLD,EMPEDU,Gimnaziu,PC_25_64,1992,50.884315,34,25,9
NLD,EMPEDU,Gimnaziu,PC_25_64,1994,51.279762,39,13,26
NLD,EMPEDU,Gimnaziu,PC_25_64,1995,52.101097,48,12,36
NLD,EMPEDU,Gimnaziu,PC_25_64,1998,55.323254,43,6,37
NLD,EMPEDU,Gimnaziu,PC_25_64,2000,57.559811,78,41,37
NLD,EMPEDU,Gimnaziu,PC_25_64,2001,58.823528,59,32,27
NLD,EMPEDU,Gimnaziu,PC_25_64,2002,60.720787,88,35,53
NLD,EMPEDU,Gimnaziu,PC_25_64,2003,59.367641,40,16,24
NLD,EMPEDU,Gimnaziu,PC_25_64,2004,59.393166,24,21,3
NLD,EMPEDU,Gimnaziu,PC_25_64,2005,59.522655,63,29,34
NLD,EMPEDU,Gimnaziu,PC_25_64,2006,60.575214,21,3,18
NLD,EMPEDU,Gimnaziu,PC_25_64,2007,61.925087,61,59,2
NLD,EMPEDU,Gimnaziu,PC_25_64,2008,63.663345,90,48,42
NLD,EMPEDU,Gimnaziu,PC_25_64,2009,63.551643,57,13,44
NLD,EMPEDU,Gimnaziu,PC_25_64,2010,61.14333,15,11,4
NLD,EMPEDU,Gimnaziu,PC_25_64,2011,61.978111,22,3,19
NLD,EMPEDU,Gimnaziu,PC_25_64,2012,62.122772,14,10,4
NLD,EMPEDU,Gimnaziu,PC_25_64,2013,60.723915,37,13,24
NLD,EMPEDU,Gimnaziu,PC_25_64,2014,58.752262,87,27,60
NLD,EMPEDU,Gimnaziu,PC_25_64,2015,59.960529,27,0,27
NLD,EMPEDU,Gimnaziu,PC_25_64,2016,60.713444,55,29,26
NLD,EMPEDU,Gimnaziu,PC_25_64,2017,61.267605,81,72,9
NLD,EMPEDU,Gimnaziu,PC_25_64,2018,62.589851,64,33,31
NLD,EMPEDU,Gimnaziu,PC_25_64,2019,63.329094,90,62,28
NLD,EMPEDU,Gimnaziu,PC_25_64,2020,63.122547,34,14,20
NLD,EMPEDU,Gimnaziu,PC_25_64,2021,66.43589,100,17,83
AUT,EMPEDU,Facultate,PC_25_64,2004,81.182159,11,5,6
AUT,EMPEDU,Facultate,PC_25_64,2005,82.9729,22,19,3
AUT,EMPEDU,Facultate,PC_25_64,2006,84.034286,55,45,10
AUT,EMPEDU,Facultate,PC_25_64,2007,85.274979,71,24,47
AUT,EMPEDU,Facultate,PC_25_64,2008,85.311211,35,18,17
AUT,EMPEDU,Facultate,PC_25_64,2009,85.076073,63,47,16
AUT,EMPEDU,Facultate,PC_25_64,2010,84.857811,73,51,22
AUT,EMPEDU,Facultate,PC_25_64,2011,85.419113,94,85,9
AUT,EMPEDU,Facultate,PC_25_64,2012,86.004967,61,43,18
AUT,EMPEDU,Facultate,PC_25_64,2013,85.748413,24,4,20
AUT,EMPEDU,Facultate,PC_25_64,2014,85.321945,26,24,2
AUT,EMPEDU,Facultate,PC_25_64,2015,85.35099,82,5,77
AUT,EMPEDU,Facultate,PC_25_64,2016,86.212219,38,31,7
AUT,EMPEDU,Facultate,PC_25_64,2017,86.44706,65,51,14
AUT,EMPEDU,Facultate,PC_25_64,2018,86.282066,96,50,46
AUT,EMPEDU,Facultate,PC_25_64,2019,86.463249,66,58,8
AUT,EMPEDU,Facultate,PC_25_64,2020,86.016808,14,4,10
AUT,EMPEDU,Facultate,PC_25_64,2021,86.185944,37,2,35
LUX,EMPEDU,Liceu,PC_25_64,2000,73.170044,84,57,27
LUX,EMPEDU,Liceu,PC_25_64,2005,71.744423,99,60,39
LUX,EMPEDU,Liceu,PC_25_64,2006,73.382835,86,40,46
LUX,EMPEDU,Liceu,PC_25_64,2007,73.94059,98,49,49
LUX,EMPEDU,Liceu,PC_25_64,2008,70.749275,55,20,35
LUX,EMPEDU,Liceu,PC_25_64,2009,70.174324,43,22,21
LUX,EMPEDU,Liceu,PC_25_64,2010,72.126091,29,20,9
LUX,EMPEDU,Liceu,PC_25_64,2011,70.37072,94,86,8
LUX,EMPEDU,Liceu,PC_25_64,2012,71.86795,42,5,37
LUX,EMPEDU,Liceu,PC_25_64,2013,70.771301,89,22,67
LUX,EMPEDU,Liceu,PC_25_64,2014,72.129761,12,0,12
LUX,EMPEDU,Liceu,PC_25_64,2015,71.802605,29,25,4
LUX,EMPEDU,Liceu,PC_25_64,2016,70.504211,43,33,10
LUX,EMPEDU,Liceu,PC_25_64,2017,74.798195,66,32,34
LUX,EMPEDU,Liceu,PC_25_64,2018,74.543434,26,10,16
LUX,EMPEDU,Liceu,PC_25_64,2019,74.739479,10,2,8
LUX,EMPEDU,Liceu,PC_25_64,2020,74.867989,93,2,91
LUX,EMPEDU,Liceu,PC_25_64,2021,72.289368,12,10,2
PRT,EMPEDU,Gimnaziu,PC_25_64,1994,67.286644,83,21,62
PRT,EMPEDU,Gimnaziu,PC_25_64,1995,67.151115,47,15,32
PRT,EMPEDU,Gimnaziu,PC_25_64,1998,71.552879,97,51,46
PRT,EMPEDU,Gimnaziu,PC_25_64,1999,71.825294,29,5,24
PRT,EMPEDU,Gimnaziu,PC_25_64,2000,72.816544,70,48,22
PRT,EMPEDU,Gimnaziu,PC_25_64,2001,73.12545,40,10,30
